,name,salary_from,salary_to,salary_currency,area_name,published_at
7428,2D Concept artist,,,,Нижний Новгород,2022-12-26T15:18:48+0300
7429,Senior Project Manager,,,,Москва,2022-12-26T15:19:52+0300
7430,Data scientist,,,,Москва,2022-12-26T15:34:00+0300
7431,Системный аналитик,40000.0,70000.0,RUR,Москва,2022-12-26T15:57:11+0300
7432,C++ программист ИИ и игровых объектов,,,,Москва,2022-12-26T15:28:55+0300
7433,Механик,45000.0,50000.0,RUR,Брянск,2022-12-26T15:21:18+0300
7434,IT-инженер,100000.0,,RUR,Санкт-Петербург,2022-12-26T15:38:30+0300
7435,Техник слаботочных систем,80000.0,150000.0,RUR,Москва,2022-12-26T15:27:12+0300
7436,Android разработчик,,,,Минск,2022-12-26T15:54:55+0300
7437,Аналитик данных,,,,Нижний Новгород,2022-12-26T15:33:43+0300
7438,Программист отдела развития инструментов анализа данных,,,,Калининград,2022-12-26T15:51:35+0300
7439,Ведущий инженер-программист группы разработки,120000.0,220000.0,RUR,Москва,2022-12-26T15:26:14+0300
7440,Аналитик данных (сфера спорта),,,,Санкт-Петербург,2022-12-26T15:00:38+0300
7441,Администратор БД,300000.0,,KZT,Алматы,2022-12-26T15:37:36+0300
7442,C++ программист общеигровых задач,,,,Москва,2022-12-26T15:28:39+0300
7443,Системный администратор,100000.0,150000.0,RUR,Краснодар,2022-12-26T15:05:37+0300
7444,Аналитик отдела тестирования клиентов в Систему быстрых платежей,,,,Москва,2022-12-26T15:51:50+0300
7445,Механик по ремонту,55000.0,,RUR,Хабаровск,2022-12-26T15:09:13+0300
7446,Инженер технической поддержки,70000.0,,RUR,Санкт-Петербург,2022-12-26T15:33:42+0300
7447,Менеджер event мероприятий,,70000.0,RUR,Екатеринбург,2022-12-26T15:17:11+0300
7448,Оператор ЧПУ,50000.0,,RUR,Нижний Новгород,2022-12-26T15:56:57+0300
7449,Аналитик данных,,,,Самара,2022-12-26T15:33:43+0300
7450,Механик,,,,Первомайское (Республика Крым),2022-12-26T15:23:27+0300
7451,Дизайнер,63000.0,,RUR,Москва,2022-12-26T15:59:40+0300
7452,Оператор станков с ЧПУ,50000.0,,RUR,Челябинск,2022-12-26T15:56:59+0300
7453,Ученик Токаря в г. Тула,,,,Тула,2022-12-26T15:36:17+0300
7454,Инженер-программист станков с ЧПУ,65000.0,,RUR,Нижний Новгород,2022-12-26T15:07:37+0300
7455,Руководитель проекта,80000.0,90000.0,RUR,Екатеринбург,2022-12-26T15:54:36+0300
7456,Менеджер по управлению проектами (поставки и ремонт ИТ-оборудования),70000.0,155000.0,RUR,Москва,2022-12-26T15:11:55+0300
7457,Маркетолог-аналитик,90000.0,90000.0,RUR,Краснодар,2022-12-26T15:22:38+0300
7458,Computer Vision Engineer,250000.0,500000.0,RUR,Москва,2022-12-26T15:15:27+0300
7459,Инженер по ремонту техники (бытовая и цифровая),80000.0,100000.0,RUR,Нижний Новгород,2022-12-26T15:06:26+0300
7460,Инженер-электроник,60000.0,80000.0,RUR,Серпухов,2022-12-26T15:34:41+0300
7461,Project manager (Специалист по автоматизации документооборота),,,,Астана,2022-12-26T15:54:17+0300
7462,"Проектный Менеджер (IT проекты, Remote)",1000.0,2000.0,USD,США,2022-12-26T15:12:09+0300
7463,Менеджер проектов \ Координатор проектов,70000.0,100000.0,RUR,Москва,2022-12-26T15:25:31+0300
7464,Товарный аналитик / Категорийный менеджер / Менеджер по товародвижению / Байер,,,,Москва,2022-12-26T15:18:44+0300
7465,Руководитель проекта,,,,Краснодар,2022-12-26T15:18:45+0300
7466,Механизатор,70000.0,85000.0,RUR,Лобня,2022-12-26T15:56:56+0300
7467,Java разработчик (Middle),,,,Москва,2022-12-26T15:29:58+0300
7468,Product manager,150000.0,,RUR,Москва,2022-12-26T15:52:05+0300
7469,Главный механик,70000.0,,RUR,Коломна,2022-12-26T15:42:06+0300
7470,Системный администратор,120000.0,,RUR,Москва,2022-12-26T15:05:00+0300
7471,Оператор станков с ЧПУ,130000.0,,RUR,Подольск (Московская область),2022-12-26T15:40:29+0300
7472,Специалист отдела поддержки пользователей и бизнес-систем,56000.0,80000.0,RUR,Калининград,2022-12-26T15:54:10+0300
7473,"Android Developer (Арбитраж, удаленно)",2000.0,4500.0,USD,Москва,2022-12-26T15:34:34+0300
7474,Аналитик НСИ (нормативно-справочной информации),,,,Москва,2022-12-26T15:34:07+0300
7475,Аналитик,28400.0,62500.0,RUR,Брянск,2022-12-26T15:42:52+0300
7476,"Системный администратор ""Маркетолог""",40000.0,,RUR,Краснодар,2022-12-26T15:01:46+0300
7477,Руководитель направления по работе с маркетплейсом Ozon,,,,Казань,2022-12-26T15:35:24+0300
7478,Руководитель проекта по строительству жилых комплексов,150000.0,,RUR,Домодедово,2022-12-26T15:19:34+0300
7479,Старший специалист по ИС (1С),,,,Москва,2022-12-26T15:59:02+0300
7480,Продакт-маркетинг менеджер,100000.0,150000.0,RUR,Екатеринбург,2022-12-26T15:35:02+0300
7481,Инженер по CAD / CAM системам,50000.0,,RUR,Ижевск,2022-12-26T15:18:05+0300
7482,Аналитик бизнес-процессов (CRM),,,,Москва,2022-12-26T15:33:59+0300
7483,Заместитель начальника отдела энергообеспечения,,,,Москва,2022-12-26T15:30:16+0300
7484,Менеджер event мероприятий,,60000.0,RUR,Курган,2022-12-26T15:17:11+0300
7485,Младший менеджер ИТ-проектов (Администратор проектов),60000.0,90000.0,RUR,Москва,2022-12-26T15:51:09+0300
7486,Системный администратор,50000.0,70000.0,RUR,Москва,2022-12-26T15:10:50+0300
7487,Product Analyst,,,,Пермь,2022-12-26T15:17:01+0300
7488,Руководитель бюро планирования ремонтов,,,,Челябинск,2022-12-26T15:46:39+0300
7489,Разработчик PHP Laravel,,,,Москва,2022-12-26T15:10:27+0300
7490,Fullstack разработчик,,,,Москва,2022-12-26T15:18:19+0300
7491,Системный администратор Windows,80000.0,,RUR,Москва,2022-12-26T15:24:45+0300
7492,"Выездной инженер технической поддержки (АРМ, POS-терминалы, сервис печати)",45000.0,,RUR,Калуга,2022-12-26T15:32:11+0300
7493,Токарь-универсал,70000.0,,RUR,Екатеринбург,2022-12-26T15:21:18+0300
7494,Инженер технической поддержки,,,,Санкт-Петербург,2022-12-26T15:33:42+0300
7495,DevOps инженер (AWS),5000.0,,USD,Тбилиси,2022-12-26T15:33:23+0300
7496,Специалист технической поддержки HelpDesk,35000.0,40000.0,RUR,Великий Новгород,2022-12-26T15:18:58+0300
7497,Сервисный инженер-наладчик котельного оборудования,90000.0,110000.0,RUR,Химки,2022-12-26T15:27:07+0300
7498,Бизнес-аналитик в IT/Системный Бизнес-аналитик,,,,Москва,2022-12-26T15:49:03+0300
7499,Механик по транспорту,70000.0,70000.0,RUR,Дзержинский,2022-12-26T15:50:15+0300
7500,Системный администратор,100000.0,,RUR,Воронеж,2022-12-26T15:49:20+0300
7501,Инженер технической поддержки продуктов виртуализации,,,,Москва,2022-12-26T15:12:48+0300
7502,Сборщик изделий,45000.0,,RUR,Балашиха,2022-12-26T15:35:17+0300
7503,Product / Senior product manager в Dream Job (HeadHunter Group),200000.0,300000.0,RUR,Москва,2022-12-26T15:11:34+0300
7504,Старший IT-специалист,,,,Алматы,2022-12-26T15:09:02+0300
7505,"Программист 1С: УАТ, КА/ERP, БУХ, ЗУП",,,,Санкт-Петербург,2022-12-26T15:27:40+0300
7506,DevOps (AWS),4000.0,,USD,Другое,2022-12-26T15:32:11+0300
7507,Инженер по машинному обучению,,,,Санкт-Петербург,2022-12-26T15:33:59+0300
7508,Программист 1С,150000.0,,RUR,Екатеринбург,2022-12-26T15:46:52+0300
7509,Продуктовый аналитик/Рroduct analyst,,,,Москва,2022-12-26T15:20:36+0300
7510,Технический писатель,100000.0,150000.0,RUR,Москва,2022-12-26T15:46:13+0300
7511,Разработчик курсов,,,,Москва,2022-12-26T15:02:00+0300
7512,UX Дизайнер,2000.0,,USD,Москва,2022-12-26T15:07:56+0300
7513,Product manager (Tinkoff Decision Kit),,,,Москва,2022-12-26T15:20:24+0300
7514,Младший аналитик,60000.0,,RUR,Москва,2022-12-26T15:52:38+0300
7515,Product designer,2500.0,3500.0,USD,Москва,2022-12-26T15:02:50+0300
7516,Unity/C# developer (middle+),,,,Самара,2022-12-26T15:10:25+0300
7517,Ведущий программист 1С (удаленно),200000.0,,RUR,Москва,2022-12-26T15:51:43+0300
7518,Технический специалист,70000.0,,RUR,Екатеринбург,2022-12-26T15:32:22+0300
7519,Оператор лазерного станка,60000.0,85000.0,RUR,Санкт-Петербург,2022-12-26T15:35:30+0300
7520,Продакт-менеджер (сумки и аксессуары),,,,Москва,2022-12-26T15:01:28+0300
7521,Support Engineer,,,,Иркутск,2022-12-26T15:09:49+0300
7522,Системный администратор,,80000.0,RUR,Москва,2022-12-26T15:15:02+0300
7523,Консультант-аналитик 1С (удаленно),150000.0,,RUR,Москва,2022-12-26T15:41:56+0300
7524,Аналитик в клиентский сервис,,,,Санкт-Петербург,2022-12-26T15:13:45+0300
7525,Корреспондент,50000.0,50000.0,RUR,Санкт-Петербург,2022-12-26T15:57:09+0300
7526,Выездной инженер,,,,Москва,2022-12-26T15:56:23+0300
7527,Менеджер проектов,100000.0,150000.0,RUR,Москва,2022-12-26T15:40:58+0300
7528,Менеджер проектов,,,,Москва,2022-12-26T15:06:25+0300
7529,IOS разработчик SberApps,,,,Москва,2022-12-26T15:33:22+0300
7530,Web-разработчик,30000.0,50000.0,RUR,Чебоксары,2022-12-26T15:13:03+0300
7531,Руководитель группы разработки ПО (1С),250000.0,280000.0,RUR,Москва,2022-12-26T15:14:47+0300
7532,Руководитель IT проектов,,,,Петрозаводск,2022-12-26T15:49:44+0300
7533,Инженер,,,,Пермь,2022-12-26T15:23:17+0300
7534,Middle Angular Front-end разработчик,150000.0,250000.0,RUR,Санкт-Петербург,2022-12-26T15:56:23+0300
7535,QA Automation engineer (Python),,,,Москва,2022-12-26T15:09:47+0300
7536,Руководитель инженерного блока,,,,Санкт-Петербург,2022-12-26T15:16:16+0300
7537,Разработчик С++,,,,Екатеринбург,2022-12-26T15:35:02+0300
7538,Technical Support Engineer,,,,Алматы,2022-12-26T15:51:50+0300
