,name,salary_from,salary_to,salary_currency,area_name,published_at
7142,Резчик металла на ножницах и прессах (ученик),25000.0,,RUR,Чебоксары,2022-12-26T14:05:15+0300
7143,Оператор станков с ПУ,34000.0,,RUR,Набережные Челны,2022-12-26T14:25:58+0300
7144,Слесарь по ремонту и техническому обслуживанию технологического оборудования,36000.0,,RUR,Киров (Кировская область),2022-12-26T14:08:30+0300
7145,Инженер по обслуживанию систем безопасности,35000.0,55000.0,RUR,Самара,2022-12-26T14:33:10+0300
7146,Инженер по гарантии,61000.0,,RUR,Казань,2022-12-26T14:33:22+0300
7147,Администратор SAS,,,,Москва,2022-12-26T14:36:02+0300
7148,Архитектор данных,,,,Санкт-Петербург,2022-12-26T14:42:13+0300
7149,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Орел,2022-12-26T14:01:09+0300
7150,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Тольятти,2022-12-26T14:01:15+0300
7151,Java Developer,,,,Санкт-Петербург,2022-12-26T14:52:37+0300
7152,Куратор по курсу Python в офлайн школу Skillbox,35000.0,,RUR,Красноярск,2022-12-26T14:34:14+0300
7153,Ведущий инженер-разработчик,120000.0,,RUR,Зеленоград,2022-12-26T14:46:52+0300
7154,Системный администратор,44000.0,44000.0,RUR,Екатеринбург,2022-12-26T14:12:40+0300
7155,Software Development Engineer in Test,,,,Кипр,2022-12-26T14:42:13+0300
7156,Инженер-программист микроконтроллеров,,,,Санкт-Петербург,2022-12-26T14:36:02+0300
7157,Системный администратор,50000.0,60000.0,RUR,Москва,2022-12-26T14:51:19+0300
7158,Руководитель команды разработки,200000.0,300000.0,RUR,Москва,2022-12-26T14:51:10+0300
7159,Middle+ PHP-разработчик (Laravel/Yii),170000.0,,RUR,Москва,2022-12-26T14:33:02+0300
7160,Фрезеровщик,65000.0,70000.0,RUR,Москва,2022-12-26T14:29:41+0300
7161,Менеджер по работе с клиентами,50000.0,,RUR,Казань,2022-12-26T14:53:35+0300
7162,Аналитик,,,,Минск,2022-12-26T14:56:03+0300
7163,Mobile Fullstack Unity 2D Developer,,100000.0,RUR,Москва,2022-12-26T14:19:28+0300
7164,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Астрахань,2022-12-26T14:01:01+0300
7165,Старший специалист отдела технической поддержки,30000.0,40000.0,RUR,Киров (Кировская область),2022-12-26T14:27:43+0300
7166,Инженер - исследователь электроник (разработка микросхем),,,,Нижний Новгород,2022-12-26T14:38:13+0300
7167,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Тамбов,2022-12-26T14:01:14+0300
7168,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Владимир,2022-12-26T14:01:02+0300
7169,Мастер участка по ремонту подъемных сооружений,,,,Череповец,2022-12-26T14:45:00+0300
7170,Эксперт MDM,,,,Москва,2022-12-26T14:07:54+0300
7171,Старший инженер по технической поддержке (Администратор БД),,,,Москва,2022-12-26T14:07:55+0300
7172,Специалист по ремонту гидроцилиндров и гидравлики,50000.0,,RUR,Новокузнецк,2022-12-26T14:59:40+0300
7173,Специалист по разработке ПО/ЦФТ,,,,Москва,2022-12-26T14:38:43+0300
7174,Сервисный инженер,55000.0,,RUR,Кемерово,2022-12-26T14:31:30+0300
7175,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Жуковский,2022-12-26T14:01:05+0300
7176,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Череповец,2022-12-26T14:01:15+0300
7177,Оператор станков с ЧПУ,1500.0,,BYR,Гомель,2022-12-26T14:12:03+0300
7178,Токарь,60000.0,100000.0,RUR,Москва,2022-12-26T14:45:46+0300
7179,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Грозный,2022-12-26T14:01:04+0300
7180,Дизайнер-проектировщик мягкой мебели,50000.0,100000.0,RUR,Санкт-Петербург,2022-12-26T14:13:05+0300
7181,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Пенза,2022-12-26T14:01:09+0300
7182,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Каспийск,2022-12-26T14:01:06+0300
7183,Ведущий менеджер по развитию систем обслуживания,,,,Санкт-Петербург,2022-12-26T14:22:04+0300
7184,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Махачкала,2022-12-26T14:01:06+0300
7185,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Ессентуки,2022-12-26T14:01:05+0300
7186,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Чебоксары,2022-12-26T14:01:15+0300
7187,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Нижнекамск,2022-12-26T14:01:07+0300
7188,Senior UI Artist,,,,Москва,2022-12-26T14:13:37+0300
7189,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Смоленск,2022-12-26T14:01:13+0300
7190,Руководитель проекта,80000.0,,RUR,Сургут,2022-12-26T14:49:50+0300
7191,Токарь,60000.0,100000.0,RUR,Подольск (Московская область),2022-12-26T14:45:46+0300
7192,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Новомосковск (Тульская область),2022-12-26T14:01:08+0300
7193,Специалист/Разработчик 1С,130000.0,,RUR,Москва,2022-12-26T14:19:53+0300
7194,JavaScript программист (Наставник онлайн-курса по JS),,80000.0,RUR,Москва,2022-12-26T14:12:37+0300
7195,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Кострома,2022-12-26T14:01:06+0300
7196,Инженер-технолог по механической обработке металлов,38000.0,,RUR,Северодвинск,2022-12-26T14:09:12+0300
7197,Программист 1С,104000.0,,RUR,Краснодар,2022-12-26T14:49:00+0300
7198,DevOPS-инженер,,,,Москва,2022-12-26T14:48:23+0300
7199,Дизайнер вязаных головных уборов,50000.0,,RUR,Москва,2022-12-26T14:07:30+0300
7200,Аналитик 1С,,,,Москва,2022-12-26T14:12:40+0300
7201,Эксперт отдела информационной безопасности,,155000.0,RUR,Москва,2022-12-26T14:20:13+0300
7202,"Руководитель проектов ИТ (СКС, Мультимедиа, ВКС, СБ)",,150000.0,RUR,Москва,2022-12-26T14:29:44+0300
7203,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Вологда,2022-12-26T14:01:03+0300
7204,Ведущий программист 1С,,,,Москва,2022-12-26T14:12:40+0300
7205,Главный специалист отдела информационных технологий в Службу энергетических и инновационных проектов,54300.0,,RUR,Москва,2022-12-26T14:19:11+0300
7206,ИТ-менеджер (IT Business Analyst),,,,Алматы,2022-12-26T14:42:43+0300
7207,Старший дизайнер одежды,,,,Москва,2022-12-26T14:52:06+0300
7208,"Web-программист (PHP, Senior)",85000.0,110000.0,RUR,Киров (Кировская область),2022-12-26T14:27:58+0300
7209,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Арзамас,2022-12-26T14:01:01+0300
7210,Ведущий аналитик 1С (Рег.учет и МСФО),,,,Москва,2022-12-26T14:12:40+0300
7211,Токарь-труборезчик (в г. Мегионе),160000.0,,RUR,Нижневартовск,2022-12-26T14:17:32+0300
7212,Инженер по информационной безопасности автоматизированных систем управления,,,,Москва,2022-12-26T14:53:15+0300
7213,Удаленный программист на 1С.8,,,,Нижний Новгород,2022-12-26T14:15:53+0300
7214,Team Lead Java,,,,Москва,2022-12-26T14:37:14+0300
7215,Руководитель проектов,80000.0,,RUR,Москва,2022-12-26T14:47:08+0300
7216,Начальник транспортного цеха,,,,Ступино,2022-12-26T14:21:52+0300
7217,Старший инженер поддержки,,,,Ростов-на-Дону,2022-12-26T14:07:54+0300
7218,Ученик Компьютерного мастера,65000.0,,RUR,Новошахтинск,2022-12-26T14:15:41+0300
7219,Senior Consultant/Manager - Forensic Technology Services,,,,Москва,2022-12-26T14:16:11+0300
7220,Технический писатель,,,,Зеленоград,2022-12-26T14:50:14+0300
7221,Инженер по внедрению (ЦК Digital),,,,Ростов-на-Дону,2022-12-26T14:07:55+0300
7222,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Батайск,2022-12-26T14:01:02+0300
7223,Программист - аналитик (1С),,,,Астана,2022-12-26T14:42:41+0300
7224,Сервисный инженер,80000.0,100000.0,RUR,Москва,2022-12-26T14:43:49+0300
7225,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Зеленодольск (Республика Татарстан),2022-12-26T14:01:05+0300
7226,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Черкесск,2022-12-26T14:01:15+0300
7227,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Коломна,2022-12-26T14:01:06+0300
7228,Инженер по релейной защите и автоматике (р.Якутия),,,,Алдан,2022-12-26T14:29:14+0300
7229,Механик-наладчик производственного оборудования,39000.0,45000.0,RUR,Кстово,2022-12-26T14:49:33+0300
7230,Fullstack-разработчик Битрикс24,160000.0,,RUR,Санкт-Петербург,2022-12-26T14:39:03+0300
7231,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Новочебоксарск,2022-12-26T14:01:08+0300
7232,Ведущий инженер-программист С++,,,,Нижний Новгород,2022-12-26T14:31:15+0300
7233,Механик,500.0,600.0,BYR,Брест,2022-12-26T14:01:53+0300
7234,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Ногинск,2022-12-26T14:01:08+0300
7235,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Калининград,2022-12-26T14:01:05+0300
7236,Technical Artist \ Game Designer,,,,Минск,2022-12-26T14:59:57+0300
7237,Старший инженер по вещанию,,,,Санкт-Петербург,2022-12-26T14:49:56+0300
7238,Веб-разработчик Bitrix / Web-developer PHP,,,,Новосибирск,2022-12-26T14:46:03+0300
7239,Начальник транспортного цеха,,,,Коломна,2022-12-26T14:21:52+0300
7240,Full-stack программист 1С-Битрикс,100000.0,120000.0,RUR,Москва,2022-12-26T14:21:45+0300
7241,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Керчь,2022-12-26T14:01:06+0300
7242,Токарь,40000.0,55000.0,RUR,Тула,2022-12-26T14:56:07+0300
7243,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Муром,2022-12-26T14:01:06+0300
7244,Golang Developer,,,,Тбилиси,2022-12-26T14:20:30+0300
7245,Python программист (Наставник онлайн-курса по Python),,80000.0,RUR,Москва,2022-12-26T14:12:37+0300
7246,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Пятигорск,2022-12-26T14:01:11+0300
7247,Наладчик станков с ЧПУ,70000.0,80000.0,RUR,Санкт-Петербург,2022-12-26T14:17:27+0300
7248,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Майкоп,2022-12-26T14:01:06+0300
7249,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Серпухов,2022-12-26T14:01:12+0300
7250,Senior Data scientist (NLP/NLU),,,,Москва,2022-12-26T14:32:04+0300
7251,Solution Architect,,,,Москва,2022-12-26T14:07:54+0300
7252,"Проверяющий преподаватель по курсу ""Микросервисная архитектура""",,,,Москва,2022-12-26T14:33:25+0300
7253,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Белгород,2022-12-26T14:01:02+0300
7254,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Назрань,2022-12-26T14:01:07+0300
7255,Преподаватель курсов «Программирование на языке Python»,,,,Москва,2022-12-26T14:11:52+0300
7256,Механик-наладчик производственного оборудования,38000.0,45000.0,RUR,Нижний Новгород,2022-12-26T14:49:28+0300
7257,Агент выходного дня,34000.0,,RUR,Челябинск,2022-12-26T14:09:25+0300
7258,Программист C# (Senior),85000.0,110000.0,RUR,Киров (Кировская область),2022-12-26T14:27:50+0300
7259,Программист - аналитик (1С),,,,Караганда,2022-12-26T14:42:42+0300
7260,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Калуга,2022-12-26T14:01:06+0300
7261,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Обнинск,2022-12-26T14:01:08+0300
7262,Токарь,60000.0,80000.0,RUR,Санкт-Петербург,2022-12-26T14:33:09+0300
7263,Программист 1С,120000.0,,RUR,Рязань,2022-12-26T14:38:04+0300
7264,Golang Developer,,,,Москва,2022-12-26T14:20:36+0300
7265,PHP-разработчик,,,,Москва,2022-12-26T14:50:49+0300
7266,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Балашиха,2022-12-26T14:01:02+0300
7267,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Набережные Челны,2022-12-26T14:01:07+0300
7268,Инженер-электроник 1 категории,,,,Москва,2022-12-26T14:49:16+0300
7269,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Балаково,2022-12-26T14:01:01+0300
7270,Программист 1С,,,,Санкт-Петербург,2022-12-26T14:12:40+0300
7271,Программист 1С,130000.0,130000.0,RUR,Краснодар,2022-12-26T14:36:37+0300
7272,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Симферополь,2022-12-26T14:01:12+0300
7273,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Димитровград,2022-12-26T14:01:04+0300
7274,Senior Software Engineer,,,,Алматы,2022-12-26T14:41:46+0300
7275,QA Automation Engineer (middle/middle+),,,,Минск,2022-12-26T14:24:09+0300
7276,Senior Software Engineer,,,,Астана,2022-12-26T14:41:36+0300
7277,Программист 1С,140000.0,,RUR,Санкт-Петербург,2022-12-26T14:23:39+0300
7278,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Владикавказ,2022-12-26T14:01:02+0300
7279,Программист 1С,,,,Омск,2022-12-26T14:44:02+0300
7280,Аналитик 1С (НСИ),,,,Москва,2022-12-26T14:12:27+0300
7281,Механик-наладчик полиграфического оборудования,60000.0,80000.0,RUR,Санкт-Петербург,2022-12-26T14:15:30+0300
7282,Разработчик 1С / Программист 1С,,,,Москва,2022-12-26T14:34:35+0300
7283,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Севастополь,2022-12-26T14:01:12+0300
7284,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Альметьевск,2022-12-26T14:01:01+0300
7285,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Новороссийск,2022-12-26T14:01:08+0300
7286,Старший инженер-программист (касса),,200000.0,RUR,Москва,2022-12-26T14:06:46+0300
7287,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Волжский (Волгоградская область),2022-12-26T14:01:02+0300
7288,Ведущий программист 1С,,,,Санкт-Петербург,2022-12-26T14:12:40+0300
7289,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Старый Оскол,2022-12-26T14:01:13+0300
7290,Senior Backend разработчик (удаленно),125000.0,,RUR,Москва,2022-12-26T14:57:24+0300
7291,Программист 1С,,,,Краснодар,2022-12-26T14:06:10+0300
7292,Программист 1С,,,,Рязань,2022-12-26T14:12:39+0300
7293,Fullstack-разработчик Битрикс24,160000.0,,RUR,Екатеринбург,2022-12-26T14:39:03+0300
7294,Аналитик 1С,,,,Санкт-Петербург,2022-12-26T14:12:39+0300
7295,Сеньор Backend разработчик ( Ruby),200000.0,,RUR,Москва,2022-12-26T14:03:53+0300
7296,Golang Developer,,,,Санкт-Петербург,2022-12-26T14:20:23+0300
7297,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Армавир,2022-12-26T14:01:01+0300
7298,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Камышин,2022-12-26T14:01:06+0300
7299,IT Architect,,,,Новосибирск,2022-12-26T14:18:37+0300
7300,Программист - аналитик (1С),,,,Алматы,2022-12-26T14:42:42+0300
7301,Ведущий аналитик 1С,,,,Санкт-Петербург,2022-12-26T14:12:40+0300
7302,Программист 1С,,,,Тверь,2022-12-26T14:12:39+0300
7303,Механик / Сервисный инженер по ремонту сельхозтехники,40000.0,60000.0,RUR,Морозовск,2022-12-26T14:07:51+0300
7304,"Эксперт на курс ""Программист в Roblox""",,,,Москва,2022-12-26T14:27:41+0300
7305,Ведущий аналитик 1С,,,,Москва,2022-12-26T14:12:40+0300
7306,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Евпатория,2022-12-26T14:01:04+0300
7307,Ведущий Android разработчик,,,,Санкт-Петербург,2022-12-26T14:27:09+0300
7308,Программист 1С,140000.0,,RUR,Санкт-Петербург,2022-12-26T14:06:36+0300
7309,Аналитик 1С,,,,Самара,2022-12-26T14:12:40+0300
7310,Аналитик 1С,,,,Тверь,2022-12-26T14:12:40+0300
7311,Ведущий аналитик 1С,,,,Нижний Новгород,2022-12-26T14:12:39+0300
7312,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Курск,2022-12-26T14:01:06+0300
7313,"Ruby on Rails Developer, Remote",,5000.0,USD,Баку,2022-12-26T14:04:44+0300
7314,Сотрудник поддержки поиска Яндекса,13000.0,33800.0,RUR,Невинномысск,2022-12-26T14:01:07+0300
7315,Аналитик 1С,,,,Нижний Новгород,2022-12-26T14:12:40+0300
7316,Функциональный архитектор 1С,,,,Нижний Новгород,2022-12-26T14:12:27+0300
7317,Fullstack-разработчик Битрикс24,,,,Москва,2022-12-26T14:39:03+0300
7318,Ruby on Rails Developer (Remote),,5000.0,USD,Тбилиси,2022-12-26T14:04:44+0300
7319,Аналитик 1С,,,,Воронеж,2022-12-26T14:12:40+0300
7320,Функциональный архитектор 1С,,,,Москва,2022-12-26T14:12:27+0300
7321,Функциональный архитектор 1С,,,,Санкт-Петербург,2022-12-26T14:12:27+0300
7322,Ведущий программист 1С,,,,Нижний Новгород,2022-12-26T14:12:40+0300
7323,Ruby on Rails Developer (Remote),,5000.0,USD,Алматы,2022-12-26T14:04:44+0300
7324,Аналитик 1С,,,,Казань,2022-12-26T14:12:40+0300
7325,Ведущий аналитик 1С (НСИ),,,,Москва,2022-12-26T14:12:27+0300
7326,Team Lead Fraud Analyst,,,,Москва,2022-12-26T14:19:34+0300
7327,Team Lead Fraud Analyst,,,,Санкт-Петербург,2022-12-26T14:19:41+0300
7328,Ruby on Rails Developer (Remote),,5000.0,USD,Астана,2022-12-26T14:04:44+0300
7329,Ведущий программист 1С (1С:Бухгалтерия),,,,Москва,2022-12-26T14:12:41+0300
7330,Функциональный архитектор 1С (НСИ),,,,Москва,2022-12-26T14:12:27+0300
7331,Ведущий программист 1С,,,,Казань,2022-12-26T14:12:40+0300
7332,Ведущий аналитик 1С,,,,Казань,2022-12-26T14:12:40+0300
7333,Junior Java разработчик [GRCanal],,,,Москва,2022-12-26T15:38:11+0300
7334,QA тестировщик / Tech Support,80000.0,130000.0,RUR,Москва,2022-12-26T15:56:22+0300
7335,QA тестировщик / Tech Support,80000.0,130000.0,RUR,Санкт-Петербург,2022-12-26T15:56:22+0300
7336,Frontend-разработчик (react),100000.0,,RUR,Пермь,2022-12-26T15:56:57+0300
7337,Графический Дизайнер (Фотошоп/Иллюстратор),70000.0,80000.0,RUR,Москва,2022-12-26T15:20:42+0300
7338,Project Administrator,,,,Минск,2022-12-26T15:09:52+0300
7339,QA тестировщик / Tech Support,80000.0,130000.0,RUR,Казань,2022-12-26T15:56:22+0300
7340,Администратор сайта/Верстальщик/Веб разработчик,40000.0,,RUR,Коломна,2022-12-26T15:56:44+0300
7341,Менеджер по созданию карточек WILDBERRIES,65000.0,85000.0,RUR,Москва,2022-12-26T15:52:37+0300
7342,3D визуализатор экстерьеров/стажер,30000.0,,RUR,Челябинск,2022-12-26T15:02:52+0300
7343,Инженер поддержки (3я линия),120000.0,150000.0,RUR,Москва,2022-12-26T15:00:27+0300
7344,Механик по выпуску автотранспорта,60000.0,60000.0,RUR,Челябинск,2022-12-26T15:56:35+0300
7345,Manual QA engineer/ Тестировщик,40000.0,60000.0,RUR,Барнаул,2022-12-26T15:50:52+0300
7346,Frontend-разработчик,100000.0,,RUR,Нижний Новгород,2022-12-26T15:04:58+0300
7347,Баннермейкер/дизайнер,,,,Москва,2022-12-26T15:58:31+0300
7348,Руководитель проектов,150000.0,,RUR,Челябинск,2022-12-26T15:28:57+0300
7349,Motion Designer / Моушн-дизайнер,95000.0,,RUR,Москва,2022-12-26T15:36:30+0300
7350,Руководитель проекта (строительство инженерных сетей и слаботочных систем),120000.0,,RUR,Краснодар,2022-12-26T15:21:42+0300
7351,Дизайнер интерфейсов (UI/UX) в сфере travel/medical,100000.0,230000.0,RUR,Москва,2022-12-26T15:19:00+0300
7352,Junior Web Master / Frontend Developer,,,,Санкт-Петербург,2022-12-26T15:56:26+0300
7353,Тестировщик-аналитик ПО,,,,Москва,2022-12-26T15:33:25+0300
7354,Инженер по внедрению и эксплуатации АСУТП,100000.0,200000.0,RUR,Санкт-Петербург,2022-12-26T15:05:13+0300
7355,Графический дизайнер / Web-дизайнер,70000.0,,RUR,Москва,2022-12-26T15:10:41+0300
7356,Начальник транспортного отдела,,120000.0,RUR,Самара,2022-12-26T15:09:30+0300
7357,Начальник транспортного отдела,,120000.0,RUR,Москва,2022-12-26T15:09:30+0300
7358,Full-stack web developer (middle),,,,Минск,2022-12-26T15:31:20+0300
7359,Системный администратор,,70000.0,RUR,Томск,2022-12-26T15:34:14+0300
7360,Сотрудник технического отдела на автомобиле компании,84000.0,,RUR,Подольск (Московская область),2022-12-26T15:47:44+0300
7361,Middle разработчик Python / Django,60000.0,140000.0,RUR,Москва,2022-12-26T15:01:03+0300
7362,Системный администратор TLT-ENG,50000.0,70000.0,RUR,Тольятти,2022-12-26T15:54:29+0300
7363,Дизайнер интерьера (современные дома),120000.0,,RUR,Москва,2022-12-26T15:09:48+0300
7364,Стажер-специалист технической поддержки,,,,Москва,2022-12-26T15:59:26+0300
7365,"Менеджер продукта (B2С-банк, Ozon Fintech)",,,,Москва,2022-12-26T15:48:55+0300
7366,"Менеджер продукта (B2С-банк, Ozon Fintech)",,,,Санкт-Петербург,2022-12-26T15:48:55+0300
7367,Дизайнер,1300.0,,BYR,Минск,2022-12-26T15:27:29+0300
7368,Руководитель отдела поддержки информационных систем,,,,Москва,2022-12-26T15:20:23+0300
7369,Руководитель проектов,,,,Москва,2022-12-26T15:02:48+0300
7370,Системный администратор,,,,Алматы,2022-12-26T15:51:37+0300
7371,Инженер по внедрению и эксплуатации АСУТП,100000.0,200000.0,RUR,Москва,2022-12-26T15:05:13+0300
7372,Менеджер по работе с рекламацией,,33000.0,RUR,Югорск,2022-12-26T15:32:08+0300
7373,Инженер-механик по системам очистки,189000.0,,RUR,Когалым,2022-12-26T15:04:04+0300
7374,IOS разработчик,60000.0,,RUR,Ростов-на-Дону,2022-12-26T15:29:33+0300
7375,Frontend-разработчик,30000.0,50000.0,RUR,Чебоксары,2022-12-26T15:12:18+0300
7376,Специалист отдела технической поддержки со знанием английского языка,55000.0,65000.0,RUR,Москва,2022-12-26T15:13:31+0300
7377,Помощник дизайнера интерьера,75000.0,150000.0,KZT,Астана,2022-12-26T15:12:36+0300
7378,Дизайнер,45000.0,45000.0,RUR,Краснодар,2022-12-26T15:19:16+0300
7379,UI/UX designer,,,,Москва,2022-12-26T15:57:44+0300
7380,Консультант 1С,55000.0,,RUR,Казань,2022-12-26T15:26:55+0300
7381,Системный администратор,1000.0,1500.0,USD,Ташкент,2022-12-26T15:49:21+0300
7382,Шлифовщик по металлу (участок сварки),45000.0,60000.0,RUR,Йошкар-Ола,2022-12-26T15:07:06+0300
7383,Golang-разработчик,,,,Санкт-Петербург,2022-12-26T15:12:01+0300
7384,Сотрудник технического отдела на автомобиле компании,84000.0,,RUR,Домодедово,2022-12-26T15:47:41+0300
7385,Главный механик,130000.0,,RUR,Москва,2022-12-26T15:01:07+0300
7386,Выездной инженер-механик по обслуживанию и ремонту спецтехники,100000.0,,RUR,Хабаровск,2022-12-26T15:46:49+0300
7387,Сервисный инженер IT на автомобиле компании,84000.0,,RUR,Раменское,2022-12-26T15:47:35+0300
7388,Технический писатель,100000.0,200000.0,RUR,Москва,2022-12-26T15:56:56+0300
7389,ML-Engineer (middle-senior),,,,Москва,2022-12-26T15:52:33+0300
7390,Токарь,79000.0,,RUR,Воронеж,2022-12-26T15:50:13+0300
7391,Аналитик в области экологии,,,,Москва,2022-12-26T15:51:22+0300
7392,Senior 2D Аrtist,,,,Санкт-Петербург,2022-12-26T15:12:40+0300
7393,Механизатор,70000.0,85000.0,RUR,Москва,2022-12-26T15:56:56+0300
7394,Сервисный инженер по обслуживанию оборудования,,150000.0,RUR,Москва,2022-12-26T15:43:29+0300
7395,Продуктовый аналитик,,,,Москва,2022-12-26T15:43:44+0300
7396,Инженер по гарантии,55000.0,55000.0,RUR,Астрахань,2022-12-26T15:52:26+0300
7397,Оператор станка,60000.0,,RUR,Екатеринбург,2022-12-26T15:56:35+0300
7398,Помощник менеджера проектов/ менеджер,60000.0,80000.0,RUR,Дзержинский,2022-12-26T15:03:28+0300
7399,QA/Тестировщик,75000.0,110000.0,RUR,Москва,2022-12-26T15:49:48+0300
7400,Главный механик,103500.0,103500.0,RUR,Краснодар,2022-12-26T15:46:16+0300
7401,Токарь,79000.0,,RUR,Нижний Новгород,2022-12-26T15:48:36+0300
7402,Бизнес-аналитик,70000.0,,RUR,Воронеж,2022-12-26T15:33:01+0300
7403,Технический менеджер в сервис Yandex Monitoring,,,,Санкт-Петербург,2022-12-26T15:47:16+0300
7404,Аналитик отдела продаж,50000.0,,RUR,Москва,2022-12-26T15:32:03+0300
7405,Инженер технической поддержки (сетевое оборудование),60000.0,100000.0,RUR,Екатеринбург,2022-12-26T15:36:30+0300
7406,Ночной дежурный технический специалист,50000.0,,RUR,Мытищи,2022-12-26T15:47:48+0300
7407,Ведущий системный администратор Windows (Москва),60000.0,65000.0,RUR,Москва,2022-12-26T15:19:15+0300
7408,Механик,75000.0,,RUR,Москва,2022-12-26T15:57:39+0300
7409,Аналитик / маркетолог-аналитик,,,,Тюмень,2022-12-26T15:10:06+0300
7410,IT директор в сеть отелей,200000.0,,RUR,Ялта,2022-12-26T15:57:17+0300
7411,Junior+ Серверный программист C#,,,,Москва,2022-12-26T15:06:01+0300
7412,Ведущий инженер по сопровождению,,,,Москва,2022-12-26T15:06:44+0300
7413,Product designer,2500.0,3500.0,USD,Тбилиси,2022-12-26T15:03:06+0300
7414,Системный администратор,70000.0,,RUR,Санкт-Петербург,2022-12-26T15:50:19+0300
7415,Технический менеджер в сервис Yandex Monitoring,,,,Москва,2022-12-26T15:47:16+0300
7416,Помощник системного администратора (Эникей),,,,Пермь,2022-12-26T15:21:45+0300
7417,Системный администратор,120000.0,120000.0,RUR,Москва,2022-12-26T15:07:57+0300
7418,Механик по выпуску автотранспорта,60000.0,60000.0,RUR,Магнитогорск,2022-12-26T15:56:35+0300
7419,Дизайнер предпечатной подготовки,30000.0,,RUR,Березовский (Свердловская область),2022-12-26T15:36:40+0300
7420,Редактор ленты новостей (портал BFM.ru; радиостанция Business FM),32000.0,,RUR,Краснодар,2022-12-26T15:59:44+0300
7421,Инженер ИТ отдела / системный администратор,35000.0,36000.0,RUR,Вологда,2022-12-26T15:20:45+0300
7422,Middle PHP (Full Stack)​​​​​​​ разработчик,1200.0,1600.0,USD,Минск,2022-12-26T15:24:35+0300
7423,Продюсер мобильной игры,200000.0,290000.0,RUR,Москва,2022-12-26T15:53:44+0300
7424,ИТ-специалист,24000.0,,RUR,Петрозаводск,2022-12-26T15:21:58+0300
7425,Релиз-менеджер (КД),,,,Москва,2022-12-26T15:07:45+0300
7426,Ведущий Front-end разработчик,220000.0,290000.0,RUR,Москва,2022-12-26T15:50:37+0300
7427,Начальник отдела информационных технологий,300000.0,500000.0,KZT,Алматы,2022-12-26T15:26:51+0300
